Symbol,CompanyName,Industry,MarketCap
LGF.A,Lions Gate Entertainment,Entertainment,2309892890
LGF.B,Lions Gate Entertainment,Entertainment,2310341690
LGHL,Lion Group Holding,Capital Markets,1562986
LGIH,LGI Homes,Residential Construction,2826961083
LGL,The LGL Group,Electronic Components,27915582
LGMK,LogicMark,Security & Protection Services,1617683
LGND,Ligand Pharmaceuticals,Biotechnology,1077893520
LGO,Largo,Other Industrial Metals & Mining,141550500
LGST,Semper Paratus Acquisition,Shell Companies,174138410
LGVC,LAMF Global Ventures I,Shell Companies,134788130
LGVN,Longeveron,Biotechnology,20192944
LH,Laboratory Corporation of America Holdings,Diagnostics & Research,18389340000
LHX,L3Harris Technologies,Aerospace & Defense,37113827400
LI,Li Auto,Auto Manufacturers,35351931505
LIAN,LianBio,Biotechnology,440463299
LIBY,Liberty Resources Acquisition,Shell Companies,78821258
LICN,Lichen China,Specialty Business Services,50031000
LICY,Li-Cycle Holdings,Waste Management,137840725
LIDR,"AEye, Inc.",Auto Parts,23988233
LIFE,aTyr Pharma,Biotechnology,70272120
LIFW,MSP Recovery,Health Information Services,406030440
LII,Lennox International,Building Products & Equipment,14948708614
LILA,Liberty Latin America,Telecom Services,1461807669
LILAK,Liberty Latin America,Telecom Services,291064167
LILM,Lilium,Aerospace & Defense,716170563
LIN,Linde,Specialty Chemicals,1.94572E+11
LINC,Lincoln Educational Services,Education & Training Services,297284268
LIND,Lindblad Expeditions Holdings,Travel Services,445792305
LINK,Interlink Electronics,Electronic Components,77502390
LIPO,Lipella Pharmaceuticals,Biotechnology,6036103
LIQT,LiqTech International,Pollution & Treatment Controls,18613758
LITB,LightInTheBox Holding Co.,Internet Retail,123480312
LITE,Lumentum Holdings,Communication Equipment,2950010000
LITM,Snow Lake Resources,Other Industrial Metals & Mining,9627521
LIVE,Live Ventures,Home Improvement Retail,74994621
LIVN,LivaNova,Medical Devices,2501221244
LIXT,Lixte Biotechnology Holdings,Biotechnology,4733406
LIZI,Lizhi,Internet Content & Information,10032802
LKCO,Luokung Technology,Internet Content & Information,10135609
LKFN,Lakeland Financial,Banks - Regional,1547773262
LKQ,LKQ Corporation,Auto Parts,12148949200
LL,LL Flooring Holdings,Home Improvement Retail,104007636
LLAP,Terran Orbital,Aerospace & Defense,200294830
LLY,Eli Lilly and Company,Drug Manufacturers - General,5.67733E+11
LMAT,LeMaitre Vascular,Medical Instruments & Supplies,1216683880
LMB,Limbach Holdings,Engineering & Construction,461702664
LMDX,LumiraDx,Diagnostics & Research,15067783
LMFA,LM Funding America,Credit Services,4966994
LMND,Lemonade,Insurance - Property & Casualty,1246038552
LMNR,Limoneira Company,Farm Products,342857623
LMT,Lockheed Martin,Aerospace & Defense,1.11153E+11
LNC,Lincoln National,Insurance - Life,4127876460
LND,BrasilAgro - Companhia Brasileira de Propriedades AgrÃ­colas,Farm Products,498075070
LNG,Cheniere Energy,Oil & Gas Midstream,41982913550
LNKB,LINKBANCORP,Banks - Regional,257009136
LNN,Lindsay,Farm & Heavy Construction Machinery,1329774995
LNSR,LENSAR,Medical Devices,25421610
LNT,Alliant Energy,Utilities - Regulated Electric,13111097020
LNTH,Lantheus Holdings,Drug Manufacturers - Specialty & Generic,5048331561
LNW,Light & Wonder,Gambling,7566683022
LNZA,LanzaTech Global,Waste Management,858721899
LOAN,Manhattan Bridge Capital,REIT - Mortgage,53460472
LOB,Live Oak Bancshares,Banks - Regional,1645822900
LOCL,Local Bounti,Farm Products,25476956
LOCO,El Pollo Loco Holdings,Restaurants,287352776
LODE,Comstock,Real Estate Services,54559154
LOGI,Logitech International,Computer Hardware,13997220580
LOMA,Loma Negra CompaÃ±Ã­a Industrial Argentina,Building Materials,2092211499
LOOP,Loop Industries,Specialty Chemicals,167274624
LOPE,Grand Canyon Education,Education & Training Services,4221577035
LOVE,The Lovesac Company,"Furnishings, Fixtures & Appliances",391800860
LOW,Lowe's Companies,Home Improvement Retail,1.19526E+11
LPCN,Lipocine,Biotechnology,13630851
LPG,Dorian LPG,Oil & Gas Midstream,1598326944
LPL,LG Display Co.,Consumer Electronics,3406408320
LPLA,LPL Financial Holdings,Capital Markets,16947310255
LPRO,Open Lending,Credit Services,813129660
LPSN,LivePerson,Software - Application,278905590
LPTH,LightPath Technologies,Electronic Components,51146141
LPTV,Loop Media,Broadcasting,74807028
LPTX,Leap Therapeutics,Biotechnology,69537888
LPX,Louisiana-Pacific,Building Products & Equipment,4600917860
LQDA,Liquidia,Biotechnology,469266765
LQDT,Liquidity Services,Internet Retail,525431632
LQR,LQR House,Beverages - Wineries & Distilleries,3431290
LRCX,Lam Research,Semiconductor Equipment & Materials,92672180640
LRE,Lead Real Estate,Real Estate - Development,92764920
LRFC,Logan Ridge Finance,Asset Management,59181467
LRHC,La Rosa Holdings,Real Estate Services,18004100
LRMR,Larimar Therapeutics,Biotechnology,150172925
LRN,Stride,Education & Training Services,2611494075
LSAK,Lesaka Technologies,Software - Infrastructure,210235765
LSBK,Lake Shore Bancorp,Banks - Regional,60346361
LSCC,Lattice Semiconductor,Semiconductors,8517707880
LSDI,Lucy Scientific Discovery,Drug Manufacturers - Specialty & Generic,5362709
LSEA,Landsea Homes,Real Estate - Development,447873120
LSF,Laird Superfood,Packaged Foods,9816912
LSPD,Lightspeed Commerce,Software - Application,2600048400
LSTA,Lisata Therapeutics,Biotechnology,21243965
LSTR,Landstar System,Integrated Freight & Logistics,6447328368
LTBR,Lightbridge,Electrical Equipment & Parts,49517896
LTC,LTC Properties,REIT - Healthcare Facilities,1371141387
LTH,Life Time Group Holdings,Leisure,2793645920
LTHM,Livent,Specialty Chemicals,2790682240
LTRN,Lantern Pharma,Biotechnology,41736960
LTRX,Lantronix,Communication Equipment,220237923
LTRY,Lottery.com,Gambling,5374960
LU,Lufax Holding,Credit Services,1988070339
LUCD,Lucid Diagnostics,Medical Devices,57991914
LUCY,Innovative Eyewear,Medical Instruments & Supplies,5812758
LULU,Lululemon Athletica,Apparel Retail,64440348691
LUMN,Lumen Technologies,Telecom Services,1503261000
LUMO,Lumos Pharma,Biotechnology,22714845
LUNA,Luna Innovations,Scientific & Technical Instruments,218014212
LUNG,Pulmonx,Medical Devices,451652499
LUNR,Intuitive Machines,Aerospace & Defense,281326929
LUV,Southwest Airlines Co.,Airlines,17329063050
LUXH,LuxUrban Hotels,Lodging,38163527
LVLU,Lulu's Fashion Lounge Holdings,Apparel Retail,93494016
LVO,LiveOne,Entertainment,97557464
LVOX,LiveVox Holdings,Software - Infrastructure,350151720
LVRO,Lavoro,Agricultural Inputs,791807892
LVS,Las Vegas Sands,Resorts & Casinos,34948787910
LVTX,LAVA Therapeutics,Biotechnology,40748105
LVWR,LiveWire Group,Auto Manufacturers,2215831360
LW,Lamb Weston Holdings,Packaged Foods,14631830728
LWAY,Lifeway Foods,Packaged Foods,188926260
LWLG,Lightwave Logic,Specialty Chemicals,587941610
LX,LexinFintech Holdings,Credit Services,321934464
LXEH,Lixiang Education Holding Co.,Education & Training Services,9600048
LXEO,Lexeo Therapeutics,Biotechnology,198847080
LXFR,Luxfer Holdings,Specialty Industrial Machinery,241570290
LXP,LXP Industrial Trust,REIT - Industrial,2689315650
LXRX,Lexicon Pharmaceuticals,Biotechnology,306156250
LXU,LSB Industries,Chemicals,672815915
LYB,LyondellBasell Industries,Specialty Chemicals,30029432479
LYEL,Lyell Immunopharma,Biotechnology,483588480
LYFT,"Lyft, Inc.",Software - Application,5077765480
LYG,Lloyds Banking Group,Banks - Regional,36508788952
LYRA,Lyra Therapeutics,Biotechnology,206572983
LYT,Lytus Technologies Holdings PTV.,Software - Application,5855522
LYTS,LSI Industries,Electronic Components,386389904
LYV,Live Nation Entertainment,Entertainment,19621386750
LZ,LegalZoom.com,Specialty Business Services,2029687200
LZB,La-Z-Boy,"Furnishings, Fixtures & Appliances",1528511535
LZM,Lifezone Metals,Other Industrial Metals & Mining,733827855
M,Macy's,Department Stores,4766129470
MA,Mastercard,Credit Services,3.83489E+11
MAA,Mid-America Apartment Communities,REIT - Residential,14834418310
MAC,The Macerich Company,REIT - Retail,2884848720
MACA,Moringa Acquisition,Shell Companies,41989717
MACK,Merrimack Pharmaceuticals,Biotechnology,186602630
MAG,MAG Silver,Silver,1115967160
MAIA,MAIA Biotechnology,Biotechnology,12263310
MAIN,Main Street Capital,Asset Management,3528185276
MAMA,Mama's Creations,Packaged Foods,139663882
MAN,ManpowerGroup,Staffing & Employment Services,3719230560
MANH,Manhattan Associates,Software - Application,13651467448
MANU,Manchester United,Entertainment,3170433901
MAPS,WM Technology,Software - Application,131876560
MAQC,Maquia Capital Acquisition,Shell Companies,43546182
MAR,Marriott International,Lodging,61498895400
MARA,Marathon Digital Holdings,Capital Markets,3735647500
MARK,Remark Holdings,Software - Infrastructure,10884588
MARPS,Marine Petroleum Trust,Oil & Gas Midstream,8700000
MARX,Mars Acquisition,Shell Companies,98402280
MAS,Masco,Building Products & Equipment,14368064000
MASI,Masimo,Medical Instruments & Supplies,5514518068
MASS,908 Devices,Medical Devices,225682327
MAT,Mattel,Leisure,6676103700
MATH,Metalpha Technology Holding,Internet Content & Information,46758712
MATV,Mativ Holdings,Paper & Paper Products,669920652
MATW,Matthews International,Conglomerates,1047650664
MATX,Matson,Marine Shipping,3457157704
MAX,MediaAlpha,Internet Content & Information,511509834
MAXN,Maxeon Solar Technologies,Solar,224843226
MAYS,J.W. Mays,Real Estate Services,87686430
MBAC,M3-Brigade Acquisition II,Shell Companies,153946629
MBC,MasterBrand,"Furnishings, Fixtures & Appliances",1838040000
MBCN,Middlefield Banc,Banks - Regional,240754255
MBI,MBIA Inc.,Insurance - Specialty,686292090
MBIN,Merchants Bancorp,Banks - Regional,1599887400
MBIO,Mustang Bio,Biotechnology,12892587
MBLY,Mobileye Global,Auto Parts,32415209311
MBOT,Microbot Medical,Medical Instruments & Supplies,14634125
MBRX,Moleculin Biotech,Biotechnology,16395720
MBTC,Nocturne Acquisition,Shell Companies,60999185
MBUU,Malibu Boats,Recreational Vehicles,958469127
MBWM,Mercantile Bank,Banks - Regional,602364714
MC,Moelis & Company,Capital Markets,3909576350
MCAA,Mountain & Co. I Acquisition,Shell Companies,181941408
MCAC,Monterey Capital Acquisition,Shell Companies,125884776
MCAF,Mountain Crest Acquisition Corp. IV,Shell Companies,29134367
MCAG,Mountain Crest Acquisition V,Shell Companies,33826258
MCB,Metropolitan Bank Holding,Banks - Regional,508441692
MCBC,Macatawa Bank,Banks - Regional,356974515
MCBS,MetroCity Bankshares,Banks - Regional,556046566
MCD,McDonald's,Restaurants,2.07107E+11
MCFT,MasterCraft Boat Holdings,Recreational Vehicles,362378100
MCHP,Microchip Technology,Semiconductors,46573153600
MCHX,Marchex,Advertising Agencies,55664352
MCK,McKesson,Medical Distribution,60927759180
MCO,Moody's,Financial Data & Stock Exchanges,68553630000
MCOM,Micromobility.com,Recreational Vehicles,2641642
MCRB,Seres Therapeutics,Biotechnology,140890130
MCRI,Monarch Casino & Resort,Resorts & Casinos,1237099400
MCS,The Marcus Corporation,Entertainment,435923944
MCVT,Mill City Ventures III,Credit Services,17878728
MCW,Mister Car Wash,Personal Services,2449746000
MCY,Mercury General,Insurance - Property & Casualty,2153382079
MD,Pediatrix Medical Group,Medical Care Facilities,777221075
MDAI,Spectral AI,Medical Devices,47464308
MDB,MongoDB,Software - Infrastructure,27238654834
MDBH,"MDB Capital Holdings, LLC",Capital Markets,93421071
MDC,M.D.C. Holdings,Residential Construction,3678572105
MDGL,Madrigal Pharmaceuticals,Biotechnology,4112778432
MDGS,Medigus,Medical Devices,5411209
MDIA,MediaCo Holding,Broadcasting,16484850
MDJH,MDJM Ltd,Real Estate Services,17396048
MDLZ,Mondelez International,Confectioners,96746381000
MDRR,Medalist Diversified REIT,REIT - Diversified,11648974
MDRX,Veradigm,Health Information Services,1100248200
MDT,Medtronic,Medical Devices,1.05508E+11
MDU,MDU Resources Group,Conglomerates,3932249780
MDV,Modiv,REIT - Diversified,115749635
MDVL,MedAvail Holdings,Pharmaceutical Retailers,3631298
MDWD,MediWound,Biotechnology,89846558
MDWT,Midwest Holding,Insurance - Life,100056781
MDXG,MiMedx Group,Biotechnology,932179770
MDXH,MDxHealth,Diagnostics & Research,102502074
ME,23andMe Holding Co.,Diagnostics & Research,431202515
MEC,Mayville Engineering Company,Metal Fabrication,266040040
MED,Medifast,Personal Services,814875406
MEDP,Medpace Holdings,Diagnostics & Research,8689232046
MEDS,TRxADE HEALTH,Pharmaceutical Retailers,7713746
MEG,Montrose Environmental Group,Waste Management,959682878
MEGL,Magic Empire Global,Capital Markets,17572166
MEI,Methode Electronics,Electronic Components,774924440
MEIP,MEI Pharma,Biotechnology,44774419
MELI,MercadoLibre,Internet Retail,79781879810
MEOH,Methanex,Chemicals,2879040575
MERC,Mercer International,Paper & Paper Products,570118393
MESA,Mesa Air Group,Airlines,47771802
MESO,Mesoblast,Biotechnology,165987067
MET,MetLife,Insurance - Life,47438777100
META,Meta Platforms,Internet Content & Information,8.55122E+11
METC,Ramaco Resources,Coking Coal,873714984
METCB,Ramaco Resources,Coking Coal,893881631
MFA,MFA Financial,REIT - Mortgage,1118018520
MFC,Manulife Financial,Insurance - Life,36465075600
MFG,Mizuho Financial Group,Banks - Regional,44232609782
MFH,Mercurity Fintech Holding,Capital Markets,82837846
MFIC,MidCap Financial Investment,Asset Management,903758191
MFIN,Medallion Financial,Credit Services,222188787
MG,Mistras Group,Security & Protection Services,200026929
MGA,Magna International,Auto Parts,15726946120
MGAM,Mobile Global Esports,Electronic Gaming & Multimedia,6381748
MGEE,MGE Energy,Utilities - Diversified,2625462840
MGIC,Magic Software Enterprises,Information Technology Services,476203070
MGIH,Millennium Group International Holdings,Packaging & Containers,16762500
MGLD,The Marygold Companies,Asset Management,40565005
MGM,MGM Resorts International,Resorts & Casinos,14148367860
MGNI,Magnite,Advertising Agencies,1166219460
MGNX,MacroGenics,Biotechnology,540276074
MGOL,MGO Global,Advertising Agencies,6662193
MGPI,MGP Ingredients,Beverages - Wineries & Distilleries,1938517605
MGRC,McGrath RentCorp,Rental & Leasing Services,2522653094
MGRM,Monogram Orthopaedics,Medical Devices,101680161
MGRX,Mangoceuticals,Health Information Services,11354739
MGTX,MeiraGTx Holdings,Biotechnology,298906840
MGY,Magnolia Oil & Gas,Oil & Gas E&P,4333565291
MGYR,Magyar Bancorp,Banks - Regional,67200603
MHH,Mastech Digital,Staffing & Employment Services,92480784
MHK,Mohawk Industries,"Furnishings, Fixtures & Appliances",5877867060
MHLD,Maiden Holdings,Insurance - Reinsurance,230140920
MHO,M/I Homes,Residential Construction,3195058405
MHUA,Meihua International Medical Technologies Co.,Medical Instruments & Supplies,39740400
MI,NFT Ltd.,,6956390
MICS,The Singing Machine Company,Consumer Electronics,3405836
MIDD,The Middleby Corporation,Specialty Industrial Machinery,7247688672
MIGI,Mawson Infrastructure Group,Capital Markets,19973640
MIMO,Airspan Networks Holdings,Telecom Services,8113248
MIND,MIND Technology,Scientific & Technical Instruments,7556208
MINM,Minim,Communication Equipment,5923226
MIR,Mirion Technologies,Specialty Industrial Machinery,2046757080
MIRA,MIRA Pharmaceuticals,Drug Manufacturers - General,24864925
MIRM,Mirum Pharmaceuticals,Biotechnology,1531745898
MIRO,Miromatrix Medical,Biotechnology,92951088
MIST,Milestone Pharmaceuticals,Biotechnology,98775145
MITA,Coliseum Acquisition,Shell Companies,102732905
MITK,Mitek Systems,Software - Application,494647160
MITQ,Moving iMage Technologies,Communication Equipment,9748655
MITT,AG Mortgage Investment Trust,REIT - Mortgage,169251250
MIXT,MiX Telematics,Software - Application,145157694
MKC,McCormick & Company,Packaged Foods,18230057690
MKFG,Markforged Holding,Computer Hardware,145636610
MKL,Markel,Insurance - Property & Casualty,18162219000
MKSI,MKS Instruments,Scientific & Technical Instruments,5621806710
MKTW,MarketWise,Software - Application,107263876
MKTX,MarketAxess Holdings,Capital Markets,9857328592
ML,MoneyLion,Software - Application,462685500
MLAB,Mesa Laboratories,Scientific & Technical Instruments,555402107
MLCO,Melco Resorts & Entertainment,Resorts & Casinos,3422416720
MLEC,Moolec Science,Biotechnology,93533862
MLGO,MicroAlgo,Software - Infrastructure,463186738
MLI,Mueller Industries,Metal Fabrication,4835952000
MLKN,MillerKnoll,"Furnishings, Fixtures & Appliances",2044308188
MLM,Martin Marietta Materials,Building Materials,29011681608
MLNK,MeridianLink,Software - Application,1717956375
MLP,Maui Land & Pineapple Company,Real Estate Services,293578032
MLR,Miller Industries,Auto Parts,462631152
MLSS,Milestone Scientific,Medical Instruments & Supplies,50444222
MLTX,MoonLake Immunotherapeutics,Biotechnology,3320703700
MLYS,Mineralys Therapeutics,Biotechnology,295134747
MMAT,Meta Materials,Electronic Components,30508553
MMC,Marsh & McLennan Companies,Insurance Brokers,96479398240
MMI,Marcus & Millichap,Real Estate Services,1420997892
MMLP,Martin Midstream Partners L.P.,Oil & Gas Midstream,97287000
MMM,3M Company,Conglomerates,57093008290
MMS,Maximus,Specialty Business Services,5189701332
MMSI,Merit Medical Systems,Medical Instruments & Supplies,4032139910
MMV,MultiMetaVerse Holdings,Entertainment,38336724
MMYT,MakeMyTrip,Travel Services,4673112993
MNDO,MIND C.T.I.,Software - Application,39443628
MNDY,monday.com,Software - Application,8355564637
MNKD,MannKind,Biotechnology,965078500
MNMD,Mind Medicine (MindMed),Biotechnology,128703987
MNOV,MediciNova,Biotechnology,83378540
MNPR,Monopar Therapeutics,Biotechnology,5955480
MNR,Mach Natural Resources LP,REIT - Industrial,1729950000
MNRO,Monro,Auto Parts,953748081
MNSB,MainStreet Bancshares,Banks - Regional,171396621
MNSO,MINISO Group Holding,Specialty Retail,6176283331
MNST,Monster Beverage,Beverages - Non-Alcoholic,56100524800
MNTK,Montauk Renewables,Utilities - Diversified,1239803060
MNTN,Everest Consolidator Acquisition,Shell Companies,234492177
MNTS,Momentus,Aerospace & Defense,16339928
MNTX,Manitex International,Farm & Heavy Construction Machinery,145612599
MNY,MoneyHero,,70477974
MO,Altria Group,Tobacco,73045245000
MOB,Mobilicom,Communication Equipment,7960079
MOBV,Mobiv Acquisition,Shell Companies,65748015
MOD,Modine Manufacturing Company,Auto Parts,2787649128
MODD,Modular Medical,Medical Devices,36935328
MODG,Topgolf Callaway Brands,Leisure,2371043450
MODN,Model N,Software - Application,883816920
MODV,ModivCare,Medical Care Facilities,555267438
MOFG,MidWestOne Financial Group,Banks - Regional,373148626
MOG.A,Moog Inc.,Aerospace & Defense,4431499103
MOG.B,Moog Inc.,Aerospace & Defense,4380975243
MOGO,Mogo Inc.,Software - Infrastructure,43044790
MOGU,MOGU Inc.,Internet Retail,14711549
MOH,Molina Healthcare,Healthcare Plans,21438076000
MOLN,Molecular Partners AG,Biotechnology,141036939
MOMO,Hello Group,Internet Content & Information,1368726754
MOND,Mondee Holdings,Travel Services,272050668
MOR,MorphoSys AG,Biotechnology,963630688
MORF,Morphic Holding,Biotechnology,1351517310
MORN,Morningstar,Financial Data & Stock Exchanges,11732197048
MOS,The Mosaic Company,Agricultural Inputs,11661472800
MOTS,Motus GI Holdings,Medical Devices,2740281
MOV,Movado Group,Luxury Goods,436713200
MOVE,Movano,Medical Devices,38561678
MP,MP Materials,Other Industrial Metals & Mining,2976623100
MPAA,Motorcar Parts of America,Auto Parts,183329190
MPB,Mid Penn Bancorp,Banks - Regional,380877510
MPC,Marathon Petroleum,Oil & Gas Refining & Marketing,54304264940
MPLN,MultiPlan,Health Information Services,837836940
MPLX,MPLX LP,Oil & Gas Midstream,36124016445
MPTI,M-tron Industries,Electronic Components,91862045
MPU,Mega Matrix,Rental & Leasing Services,46000670
MPW,Medical Properties Trust,REIT - Healthcare Facilities,2809310000
MPWR,Monolithic Power Systems,Semiconductors,27584375760
MPX,Marine Products,Recreational Vehicles,370861692
MQ,Marqeta,Software - Infrastructure,3287660450
MRAI,Marpai,Healthcare Plans,16011781
MRAM,Everspin Technologies,Semiconductors,183534282
MRBK,Meridian,Banks - Regional,146205624
MRC,MRC Global,Oil & Gas Equipment & Services,877582779
MRCC,Monroe Capital,Asset Management,158380653
MRCY,Mercury Systems,Aerospace & Defense,2150573188
MRDB,MariaDB,Software - Infrastructure,20374509
MREO,Mereo BioPharma Group,Biotechnology,264490614
MRIN,Marin Software,Software - Application,6361116
MRK,Merck & Co.,Drug Manufacturers - General,2.62905E+11
MRKR,Marker Therapeutics,Biotechnology,28509754
MRM,MEDIROM Healthcare Technologies,Personal Services,22117725
MRNA,Moderna,Biotechnology,30624730880
MRNS,Marinus Pharmaceuticals,Biotechnology,463875600
MRO,Marathon Oil,Oil & Gas E&P,14098600230
MRSN,Mersana Therapeutics,Biotechnology,247193100
MRT,Marti Technologies,Software - Application,31495771
MRTN,Marten Transport,Trucking,1557880440
MRTX,Mirati Therapeutics,Biotechnology,3962643573
MRUS,Merus,Biotechnology,1381545904
MRVI,Maravai LifeSciences Holdings,Biotechnology,1286567066
MRVL,Marvell Technology,Semiconductors,45714760000
MS,Morgan Stanley,Capital Markets,1.35047E+11
MSA,MSA Safety,Security & Protection Services,6720249640
MSB,Mesabi Trust,Steel,237865781
MSBI,Midland States Bancorp,Banks - Regional,539536920
MSC,Studio City International Holdings,Resorts & Casinos,970643520
MSCI,MSCI Inc.,Financial Data & Stock Exchanges,40073929216
MSEX,Middlesex Water Company,Utilities - Regulated Water,1203554853
MSFT,Microsoft,Software - Infrastructure,2.78137E+12
MSGE,Madison Square Garden Entertainment,Entertainment,1323516600
MSGM,Motorsport Games,Electronic Gaming & Multimedia,8317227
MSGS,Madison Square Garden Sports,Entertainment,4077586654
MSI,Motorola Solutions,Communication Equipment,53859935360
MSM,MSC Industrial Direct Co.,Industrial Distribution,5634280845
MSN,Emerson Radio,Consumer Electronics,11575589
MSS,Maison Solutions,Grocery Stores,240816900
MSSA,Metal Sky Star Acquisition,Shell Companies,96795944
MSTR,MicroStrategy,Software - Application,9372584708
MT,ArcelorMittal,Steel,19781572280
MTA,Metalla Royalty & Streaming,Other Precious Metals & Mining,162217265
MTAL,Metals Acquisition,Shell Companies,479253555
MTB,M&T Bank,Banks - Regional,22016204371
MTBL,Moatable,Software - Application,21134846
MTC,MMTec,Software - Application,209102242
MTCH,Match Group,Internet Content & Information,8725165200
MTD,Mettler-Toledo International,Diagnostics & Research,23646617576
MTDR,Matador Resources Company,Oil & Gas E&P,6447586200
MTEK,Maris-Tech,Electronic Components,8188914
MTEM,Molecular Templates,Biotechnology,26441408
MTEX,Mannatech,Household & Personal Products,15625260
MTG,MGIC Investment,Insurance - Specialty,5013782880
MTH,Meritage Homes,Residential Construction,5743046244
MTLS,Materialise NV,Software - Application,386890068
MTN,Vail Resorts,Resorts & Casinos,8603388300
MTNB,Matinas BioPharma Holdings,Biotechnology,54229344
MTR,Mesa Royalty Trust,Oil & Gas E&P,29295635
MTRN,Materion,Other Industrial Metals & Mining,2372431032
MTRX,Matrix Service Company,Engineering & Construction,259346561
MTSI,MACOM Technology Solutions Holdings,Semiconductors,6212423686
MTTR,Matterport,Software - Application,776376400
MTW,The Manitowoc Company,Farm & Heavy Construction Machinery,544519200
MTX,Minerals Technologies,Specialty Chemicals,2077602576
MTZ,MasTec,Engineering & Construction,5236218533
MU,Micron Technology,Semiconductors,82735600800
MUFG,Mitsubishi UFJ Financial Group,Banks - Diversified,1.08325E+11
MULN,Mullen Automotive,Auto Manufacturers,61138504
MUR,Murphy Oil,Oil & Gas E&P,6385913820
MURA,Mural Oncology,,66585631
MUSA,Murphy USA,Specialty Retail,7533334620
MUX,McEwen Mining,Other Precious Metals & Mining,359513683
MVBF,MVB Financial,Banks - Regional,272563240
MVIS,MicroVision,Scientific & Technical Instruments,486364160
MVLA,Movella Holdings,Software - Application,18835738
MVST,Microvast Holdings,Electrical Equipment & Parts,358925589
MWA,Mueller Water Products,Specialty Industrial Machinery,2145409350
MWG,Multi Ways Holdings,Rental & Leasing Services,23510400
MX,Magnachip Semiconductor,Semiconductors,263588400
MXC,Mexco Energy,Oil & Gas E&P,21045210
MXCT,MaxCyte,Medical Devices,502343600
MXL,MaxLinear,Semiconductors,1581461973
MYE,Myers Industries,Packaging & Containers,664934925
MYFW,First Western Financial,Banks - Regional,164462444
MYGN,Myriad Genetics,Diagnostics & Research,1660121688
MYMD,MyMD Pharmaceuticals,Biotechnology,13234182
MYNA,Mynaric AG,Communication Equipment,121181573
MYNZ,Mainz Biomed B.V.,Diagnostics & Research,22699728
MYO,Myomo,Medical Devices,105534476
MYPS,PLAYSTUDIOS,Electronic Gaming & Multimedia,348478346
MYRG,MYR Group,Engineering & Construction,2237401916
MYSZ,My Size,Software - Application,1968578
MYTE,MYT Netherlands Parent B.V.,Luxury Goods,300511297
NA,Nano Labs,Semiconductors,102790000
NAAS,NaaS Technology,Specialty Retail,457181645
NABL,N-able,Information Technology Services,2229880130
NAII,Natural Alternatives International,Packaged Foods,40125258
NAK,Northern Dynasty Minerals,Other Industrial Metals & Mining,165865902
NAMS,NewAmsterdam Pharma Company,Biotechnology,806778140
NAOV,NanoVibronix,Medical Devices,2189595
NAPA,The Duckhorn Portfolio,Beverages - Wineries & Distilleries,1066000320
NARI,Inari Medical,Medical Devices,3631081025
NAT,Nordic American Tankers,Marine Shipping,808040520
NATH,Nathan's Famous,Restaurants,289619323
NATL,NCR Atleos,Software - Application,1544878884
NATR,Nature's Sunshine Products,Packaged Foods,321795250
NAUT,Nautilus Biotechnology,Biotechnology,379835840
NAVI,Navient,Credit Services,2172712080
NB,NioCorp Developments,Other Industrial Metals & Mining,172261952
NBHC,National Bank Holdings,Banks - Regional,1362042877
NBIX,Neurocrine Biosciences,Drug Manufacturers - Specialty & Generic,11522982832
NBN,Northeast Bank,Banks - Regional,450535698
NBR,Nabors Industries,Oil & Gas Drilling,752949501
NBSE,NeuBase Therapeutics,Biotechnology,3020660
NBST,Newbury Street Acquisition,Shell Companies,62674501
NBTB,NBT Bancorp,Banks - Regional,1835015463
NBTX,Nanobiotix,Biotechnology,270182629
NBY,NovaBay Pharmaceuticals,Biotechnology,1889579
NC,NACCO Industries,Thermal Coal,253839996
NCAC,Newcourt Acquisition,Shell Companies,96668231
NCL,Northann,"Furnishings, Fixtures & Appliances",241380200
NCLH,Norwegian Cruise Line Holdings,Travel Services,7946939000
NCMI,National CineMedia,Advertising Agencies,401657750
NCNA,NuCana,Biotechnology,19296117
NCNC,noco-noco,Auto Parts,34534650
NCNO,nCino,Software - Application,3324978870
NCPL,Netcapital,Capital Markets,3330560
NCRA,Nocera,Packaged Foods,14155413
NCSM,NCS Multistage Holdings,Oil & Gas Equipment & Services,34220994
NCTY,The9 Limited,Electronic Gaming & Multimedia,19180331
NDAQ,Nasdaq,Financial Data & Stock Exchanges,31138801050
NDLS,Noodles & Company,Restaurants,154609236
NDRA,ENDRA Life Sciences,Diagnostics & Research,12682380
NDSN,Nordson,Specialty Industrial Machinery,13635587820
NE,Noble,Oil & Gas Drilling,5831545362
NECB,Northeast Community Bancorp,Banks - Regional,243752188
NEE,NextEra Energy,Utilities - Regulated Electric,1.22487E+11
NEGG,Newegg Commerce,Internet Retail,428326482
NEM,Newmont,Gold,45039309200
NEN,New England Realty AssociatesLP,Real Estate Services,196906219
NEO,NeoGenomics,Diagnostics & Research,2337726440
NEOG,Neogen,Diagnostics & Research,3932534125
NEON,Neonode,Electronic Components,23500035
NEOV,NeoVolta,Electrical Equipment & Parts,61486785
NEP,"NextEra Energy Partners, LP",Utilities - Renewable,2428310571
NEPH,Nephros,Medical Instruments & Supplies,22961931
NEPT,Neptune Wellness Solutions,Drug Manufacturers - Specialty & Generic,1794688
NERV,Minerva Neurosciences,Biotechnology,44058483
NET,Cloudflare,Software - Infrastructure,25981585060
